Register,UE.Id,Latency,RRU.PrbTotDl,RRU.PrbTotUl,DRB.PdcpSduVolumeDL,DRB.PdcpSduVolumeUL,DRB.RlcSduDelayDl,DRB.UEThpDl,DRB.UEThpUl,Unnamed: 10,source_file,sheet_name,Iteration,Total time (sec),Time (sec),Bandwidth (kbps),Iperf bw (kbps)
396.0,1.0,1742549792862150.0,167.0,4533.0,8.0,695.0,9.24,0.0,705.58,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
397.0,1.0,1742549793862040.0,147.0,4114.0,5.0,610.0,6.91,306.8,609.95,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
398.0,1.0,1742549794862000.0,192.0,4255.0,1.0,368.0,3.0,0.0,376.22,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
399.0,1.0,1742549795861920.0,130.0,1832.0,7.0,117.0,9.02,0.0,118.43,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
400.0,1.0,1742549796861900.0,135.0,2030.0,7.0,128.0,9.04,0.0,132.39,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
401.0,1.0,1742549797861990.0,205.0,4594.0,4.0,418.0,5.82,289.25,426.1,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
402.0,1.0,1742549798862070.0,150.0,4318.0,3.0,631.0,4.2,0.0,646.18,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
403.0,1.0,1742549799861850.0,140.0,4694.0,8.0,707.0,9.17,0.0,725.51,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
404.0,1.0,1742549800862200.0,140.0,5329.0,8.0,872.0,9.18,0.0,875.05,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
405.0,1.0,1742549801861980.0,80.0,8035.0,1.0,1338.0,2.18,1001.0,1350.14,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
406.0,1.0,1742549802862130.0,105.0,7195.0,6.0,1223.0,7.18,0.0,1239.62,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
407.0,1.0,1742549803861830.0,111.0,7329.0,8.0,1392.0,9.16,0.0,1412.53,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
408.0,1.0,1742549804861900.0,123.0,7536.0,8.0,1534.0,9.1,217.0,1548.4,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
409.0,1.0,1742549805861840.0,55.0,10822.0,0.0,2103.0,0.74,118.0,2114.99,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
410.0,1.0,1742549806861870.0,116.0,7274.0,7.0,1391.0,8.62,0.0,1415.98,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
411.0,1.0,1742549807862030.0,137.0,6387.0,8.0,1203.0,9.1,0.0,1210.32,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
412.0,1.0,1742549808861940.0,119.0,6190.0,8.0,1061.0,9.1,231.5,1070.42,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
413.0,1.0,1742549809862020.0,45.0,9058.0,0.0,1629.0,0.19,0.0,1647.86,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
414.0,1.0,1742549810861990.0,128.0,7005.0,8.0,1309.0,9.54,0.0,1333.77,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
415.0,1.0,1742549811862130.0,138.0,7386.0,8.0,1486.0,9.17,0.0,1492.02,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
416.0,1.0,1742549812862930.0,114.0,8885.0,6.0,1850.0,7.34,351.5,1865.28,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
417.0,1.0,1742549813862330.0,65.0,10397.0,1.0,2151.0,1.96,0.0,2178.95,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
418.0,1.0,1742549814861820.0,150.0,7781.0,8.0,1486.0,9.1,0.0,1501.96,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
419.0,1.0,1742549815861830.0,139.0,7413.0,8.0,1380.0,9.14,0.0,1392.46,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
420.0,1.0,1742549816861900.0,125.0,7428.0,6.0,1425.0,6.92,360.8,1433.5,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
421.0,1.0,1742549817861970.0,89.0,10374.0,1.0,2210.0,2.47,0.0,2238.02,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
422.0,1.0,1742549818862220.0,165.0,8591.0,8.0,1829.0,9.12,0.0,1839.66,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
423.0,1.0,1742549819861850.0,137.0,8357.0,7.0,1829.0,8.97,0.0,1853.62,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
424.0,1.0,1742549820861890.0,79.0,10094.0,1.0,2223.0,2.18,343.33,2232.02,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
425.0,1.0,1742549821861920.0,131.0,9323.0,6.0,1778.0,7.22,0.0,1800.95,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
426.0,1.0,1742549822861920.0,135.0,7365.0,8.0,1380.0,9.14,0.0,1394.69,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
427.0,1.0,1742549823861990.0,166.0,6920.0,8.0,1286.0,9.14,0.0,1297.51,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
428.0,1.0,1742549824861810.0,76.0,7268.0,1.0,1243.0,2.21,872.0,1255.04,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
429.0,1.0,1742549825861950.0,209.0,3787.0,6.0,467.0,7.61,0.0,475.96,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
430.0,1.0,1742549826862080.0,176.0,3499.0,8.0,423.0,9.64,0.0,434.1,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
431.0,1.0,1742549827861900.0,175.0,3506.0,8.0,435.0,9.39,364.0,444.08,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
432.0,1.0,1742549828862070.0,200.0,5112.0,0.0,509.0,1.38,653.0,515.3,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
433.0,1.0,1742549829861960.0,205.0,4073.0,7.0,351.0,9.1,0.0,360.79,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
434.0,1.0,1742549830861810.0,175.0,3709.0,7.0,424.0,9.24,0.0,441.39,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
435.0,1.0,1742549831861900.0,165.0,3514.0,7.0,494.0,8.84,361.25,492.17,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
436.0,1.0,1742549832861920.0,80.0,5054.0,0.0,768.0,0.84,0.0,786.18,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
437.0,1.0,1742549833862130.0,135.0,5003.0,8.0,766.0,9.14,0.0,773.71,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
438.0,1.0,1742549834862120.0,110.0,6158.0,8.0,1097.0,9.54,0.0,1111.13,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
439.0,1.0,1742549835862040.0,96.0,8833.0,6.0,1814.0,7.34,540.75,1828.96,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
440.0,1.0,1742549836861870.0,70.0,13184.0,1.0,3320.0,2.01,0.0,3347.55,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
441.0,1.0,1742549837861940.0,127.0,10890.0,8.0,3092.0,9.15,0.0,3118.63,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
442.0,1.0,1742549838861930.0,130.0,11385.0,8.0,3293.0,9.65,0.0,3317.03,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
443.0,1.0,1742549839861890.0,103.0,13320.0,5.0,3985.0,5.98,404.0,4005.56,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
444.0,1.0,1742549840861870.0,93.0,13186.0,2.0,3523.0,3.46,0.0,3549.73,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
445.0,1.0,1742549841861880.0,125.0,9545.0,8.0,2384.0,9.11,0.0,2402.39,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
446.0,1.0,1742549842861840.0,134.0,9318.0,8.0,2254.0,9.12,0.0,2276.18,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
447.0,1.0,1742549843862030.0,69.0,12708.0,1.0,2932.0,2.16,199.67,2950.94,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
448.0,1.0,1742549844861920.0,133.0,11611.0,6.0,2781.0,7.69,0.0,2814.74,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
449.0,1.0,1742549845861790.0,138.0,9677.0,8.0,2431.0,9.14,0.0,2449.74,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
450.0,1.0,1742549846862490.0,139.0,10126.0,8.0,2525.0,9.15,121.0,2544.14,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
451.0,1.0,1742549847862010.0,65.0,13671.0,0.0,3555.0,0.76,103.0,3572.77,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
452.0,1.0,1742549848861890.0,127.0,10742.0,7.0,2607.0,8.64,0.0,2627.86,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
453.0,1.0,1742549849861850.0,137.0,9794.0,8.0,2514.0,9.12,0.0,2537.97,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
454.0,1.0,1742549850861820.0,150.0,9874.0,8.0,2430.0,9.15,407.4,2445.89,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
455.0,1.0,1742549851862120.0,45.0,11944.0,0.0,2550.0,0.22,0.0,2583.69,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
456.0,1.0,1742549852861900.0,131.0,8016.0,8.0,1687.0,9.13,0.0,1697.3,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
457.0,1.0,1742549853861990.0,146.0,6189.0,8.0,1156.0,9.15,0.0,1164.06,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
458.0,1.0,1742549854862460.0,120.0,4190.0,7.0,623.0,8.3,703.2,634.16,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
459.0,1.0,1742549855861910.0,195.0,4885.0,0.0,532.0,1.67,0.0,540.79,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
460.0,1.0,1742549856862000.0,180.0,2962.0,8.0,246.0,9.38,0.0,252.02,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
461.0,1.0,1742549857861790.0,200.0,3110.0,8.0,246.0,9.42,0.0,253.95,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
462.0,1.0,1742549858861810.0,195.0,3531.0,6.0,314.0,7.36,456.25,317.87,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
463.0,1.0,1742549859862090.0,140.0,3123.0,1.0,251.0,2.78,0.0,255.4,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
464.0,1.0,1742549860862340.0,195.0,3255.0,7.0,270.0,9.33,0.0,275.96,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
465.0,1.0,1742549861862070.0,190.0,3321.0,7.0,294.0,9.3,0.0,301.84,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
466.0,1.0,1742549862861910.0,195.0,4651.0,4.0,476.0,5.5,592.0,482.44,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
467.0,1.0,1742549863862080.0,90.0,4485.0,3.0,667.0,4.4,0.0,684.26,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
468.0,1.0,1742549864862060.0,150.0,3769.0,8.0,542.0,9.21,0.0,550.14,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
469.0,1.0,1742549865861860.0,130.0,4023.0,8.0,553.0,9.18,0.0,571.63,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
470.0,1.0,1742549866861840.0,65.0,6855.0,0.0,1170.0,1.18,639.5,1175.39,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
471.0,1.0,1742549867862030.0,150.0,5006.0,7.0,777.0,8.39,0.0,797.74,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
472.0,1.0,1742549868861940.0,140.0,4382.0,8.0,660.0,9.18,0.0,664.46,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
473.0,1.0,1742549869862030.0,136.0,4403.0,8.0,660.0,9.21,1003.0,671.02,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
474.0,1.0,1742549870862020.0,60.0,7352.0,0.0,1252.0,0.74,603.0,1262.7,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
475.0,1.0,1742549871861880.0,111.0,4666.0,7.0,694.0,8.45,0.0,711.86,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
476.0,1.0,1742549872861780.0,140.0,4979.0,8.0,766.0,9.14,0.0,781.44,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
477.0,1.0,1742549873862100.0,134.0,5744.0,7.0,930.0,8.42,491.2,931.48,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
478.0,1.0,1742549874862120.0,65.0,6068.0,0.0,945.0,1.05,0.0,967.02,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
479.0,1.0,1742549875861770.0,152.0,4821.0,8.0,742.0,9.69,0.0,755.86,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
480.0,1.0,1742549876861660.0,116.0,5077.0,8.0,849.0,9.09,0.0,857.78,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
481.0,1.0,1742549877861850.0,100.0,7160.0,6.0,1295.0,6.87,456.8,1302.19,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
482.0,1.0,1742549878861870.0,65.0,8087.0,1.0,1466.0,2.45,0.0,1487.94,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
483.0,1.0,1742549879861990.0,129.0,5946.0,8.0,1026.0,9.1,0.0,1042.44,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
484.0,1.0,1742549880861870.0,141.0,5827.0,7.0,1014.0,9.02,0.0,1020.55,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
485.0,1.0,1742549881861910.0,76.0,7657.0,4.0,1386.0,5.38,316.25,1398.1,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
486.0,1.0,1742549882861900.0,144.0,7311.0,3.0,1528.0,4.2,0.0,1543.18,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
487.0,1.0,1742549883861690.0,136.0,6017.0,8.0,1002.0,9.15,0.0,1023.65,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
488.0,1.0,1742549884861760.0,118.0,5862.0,8.0,943.0,9.13,0.0,948.62,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
489.0,1.0,1742549885861780.0,76.0,5762.0,1.0,912.0,2.18,367.0,923.31,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
490.0,1.0,1742549886861750.0,211.0,4285.0,6.0,408.0,7.7,0.0,417.94,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
491.0,1.0,1742549887861990.0,211.0,3502.0,8.0,317.0,9.55,0.0,322.31,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
492.0,1.0,1742549888861840.0,205.0,3319.0,7.0,282.0,9.35,374.0,287.79,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
493.0,1.0,1742549889862000.0,15.0,1052.0,0.0,13.0,0.54,365.0,13.51,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
494.0,1.0,1742549890861840.0,95.0,1290.0,7.0,44.0,8.36,0.0,46.9,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
495.0,1.0,1742549891862130.0,115.0,1425.0,7.0,57.0,8.92,0.0,60.42,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
496.0,1.0,1742549892861890.0,120.0,1605.0,7.0,81.0,8.96,280.2,83.88,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
497.0,1.0,1742549893861920.0,105.0,3094.0,0.0,236.0,0.48,0.0,241.94,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
498.0,1.0,1742549894862170.0,155.0,3586.0,8.0,506.0,9.27,0.0,518.65,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
499.0,1.0,1742549895862090.0,155.0,3873.0,8.0,577.0,9.29,0.0,583.64,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
500.0,1.0,1742549896861960.0,150.0,4350.0,7.0,647.0,8.73,1060.75,657.19,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
501.0,1.0,1742549897862050.0,40.0,7406.0,0.0,1240.0,0.67,0.0,1265.73,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
502.0,1.0,1742549898861940.0,125.0,5821.0,8.0,919.0,9.13,0.0,933.03,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
503.0,1.0,1742549899861790.0,138.0,5857.0,8.0,967.0,9.13,0.0,977.63,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
504.0,1.0,1742549900861870.0,116.0,6965.0,6.0,1200.0,6.96,466.2,1205.92,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
505.0,1.0,1742549901861800.0,83.0,7199.0,1.0,1195.0,2.47,0.0,1209.28,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
506.0,1.0,1742549902862070.0,144.0,5605.0,7.0,967.0,9.06,0.0,987.84,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
507.0,1.0,1742549903862580.0,140.0,6190.0,8.0,1014.0,9.12,0.0,1018.86,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
508.0,1.0,1742549904861890.0,80.0,8050.0,4.0,1469.0,5.34,129.75,1483.06,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
509.0,1.0,1742549905861870.0,99.0,6398.0,3.0,1032.0,4.01,0.0,1053.58,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
510.0,1.0,1742549906862010.0,113.0,5946.0,8.0,979.0,9.06,0.0,988.42,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
511.0,1.0,1742549907862020.0,137.0,6051.0,8.0,1049.0,9.13,409.0,1057.87,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
512.0,1.0,1742549908861860.0,58.0,8551.0,0.0,1571.0,1.15,173.0,1587.33,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
513.0,1.0,1742549909861830.0,156.0,6624.0,7.0,1131.0,8.18,0.0,1154.94,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
514.0,1.0,1742549910861920.0,148.0,5966.0,8.0,1026.0,9.15,0.0,1028.35,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
515.0,1.0,1742549911861730.0,141.0,6283.0,8.0,990.0,9.12,364.0,1004.48,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
516.0,1.0,1742549912861730.0,65.0,8743.0,0.0,1807.0,0.76,130.0,1823.21,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
517.0,1.0,1742549913861880.0,138.0,6791.0,7.0,1297.0,8.67,0.0,1313.94,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
518.0,1.0,1742549914862170.0,156.0,6479.0,8.0,1215.0,9.18,0.0,1232.31,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
519.0,1.0,1742549915861930.0,155.0,6671.0,7.0,1344.0,8.69,546.0,1349.52,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
520.0,1.0,1742549916861950.0,40.0,8446.0,0.0,1559.0,0.67,0.0,1584.48,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
521.0,1.0,1742549917861790.0,182.0,6084.0,8.0,1215.0,9.3,0.0,1224.5,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
522.0,1.0,1742549918861790.0,160.0,5899.0,8.0,1085.0,9.26,0.0,1095.22,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
523.0,1.0,1742549919861920.0,108.0,6525.0,5.0,1082.0,6.74,422.25,1093.17,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
524.0,1.0,1742549920861840.0,81.0,6701.0,1.0,1088.0,2.5,0.0,1112.06,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
525.0,1.0,1742549921861810.0,166.0,4132.0,8.0,624.0,9.16,0.0,626.81,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
526.0,1.0,1742549922861910.0,162.0,3815.0,8.0,518.0,9.23,0.0,525.31,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
527.0,1.0,1742549923861900.0,148.0,3008.0,5.0,242.0,6.02,235.2,246.67,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
528.0,1.0,1742549924861700.0,138.0,2920.0,2.0,228.0,3.7,0.0,232.82,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
529.0,1.0,1742549925861770.0,190.0,3085.0,7.0,270.0,9.26,0.0,276.08,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
530.0,1.0,1742549926861780.0,215.0,3517.0,8.0,294.0,9.54,0.0,301.89,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
531.0,1.0,1742549927862050.0,195.0,4663.0,1.0,440.0,2.76,1122.33,445.73,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
532.0,1.0,1742549928861750.0,220.0,4451.0,6.0,432.0,8.18,0.0,443.76,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
533.0,1.0,1742549929861770.0,185.0,3649.0,8.0,424.0,9.42,0.0,439.61,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
534.0,1.0,1742549930861710.0,180.0,3799.0,8.0,506.0,9.7,265.0,505.32,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
535.0,1.0,1742549931861880.0,110.0,6974.0,0.0,1123.0,1.42,1013.0,1137.03,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
536.0,1.0,1742549932861830.0,105.0,6597.0,7.0,1084.0,8.14,0.0,1097.5,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
